пригорок_NOUN,hillock
инк_NOUN,inc
космический_ADJ,space
отставка_NOUN,resignation
сигарета_NOUN,cigarette
яростно_ADV,fiercely
взвешивать_VERB,weigh
плестись_VERB,trail
добавка_NOUN,additive
документация_NOUN,documentation
жадный_ADJ,greedy
урожай_NOUN,harvest
реплика_NOUN,replica
автономный_ADJ,autonomous
рать_NOUN,host
неразрешимый_ADJ,insoluble
высокоблагородие_NOUN,nobility
возмущение_NOUN,disturbance
дирекция_NOUN,directorate
говядина_NOUN,beef
поощрять_VERB,encourage
автограф_NOUN,autograph
напор_NOUN,pressure
несоответствие_NOUN,inconsistency
вмешательство_NOUN,intervention
договоренность_NOUN,agreement
вытирать_VERB,wipe
учреждать_VERB,establish
российский_ADJ,Russian
плитка_NOUN,tile
важный_ADJ,important
коллегия_NOUN,collegium
обитать_VERB,dwell
тяга_NOUN,thrust
дивный_ADJ,marvelous
придвигать_VERB,move
георгиевский_ADJ,george
низко_ADV,low
мелькнуть_VERB,flicker
треугольник_NOUN,triangle
рябой_ADJ,pockmarked
антоний_NOUN,Anthony
судиться_VERB,litigate
банальный_ADJ,banal
совокупность_NOUN,aggregate
духовно_ADV,spiritually
просвещать_VERB,enlighten
произведение_NOUN,work
подвластный_ADJ,subservient
овальный_ADJ,oval
ножны_NOUN,sheath
выпускаться_VERB,graduate
завсегда_ADV,forever
пенсия_NOUN,pension
валентин_NOUN,valentine
планета_NOUN,planet
обозрение_NOUN,review
расслышать_VERB,hear
убедительно_ADV,earnestly
крытый_ADJ,covered
порывисто_ADV,impetuously
маршрут_NOUN,route
отвлекать_VERB,Divert
пробыть_VERB,stay
нервный_ADJ,nervous
конституционный_ADJ,constitutional
взвиваться_VERB,soar
мгновенно_ADV,instantly
визит_NOUN,visit
человеческий_ADJ,human
свекла_NOUN,beet
овес_NOUN,oats
неизбежный_ADJ,inevitable
слог_NOUN,syllable
дешевый_ADJ,cheap
существенный_ADJ,essential
козырек_NOUN,visor
неприятный_ADJ,unpleasant
стальной_ADJ,steel
занимательный_ADJ,entertaining
смекать_VERB,glimpse
грузия_NOUN,Georgia
слегка_ADV,slightly
рыцарь_NOUN,Knight
мозг_NOUN,brain
герой_NOUN,hero
сокрушать_VERB,crush
младенчество_NOUN,infancy
нравиться_VERB,like
фильтр_NOUN,filter
чечня_NOUN,Chechnya
подмосковье_NOUN,suburbs
испытанный_ADJ,tried
сила_NOUN,force
протест_NOUN,protest
авто_NOUN,auto
австрийский_ADJ,Austrian
кирпич_NOUN,brick
московский_ADJ,Moscow
покаяние_NOUN,repentance
петербург_NOUN,Petersburg
связь_NOUN,connection
бойкий_ADJ,lively
номенклатура_NOUN,nomenclature
ремонт_NOUN,repair
европа_NOUN,Europe
отвратительно_ADV,disgusting
колоть_VERB,prick
стыд_NOUN,shame
полдень_NOUN,noon
опись_NOUN,inventory
исчезать_VERB,disappear
прогрессивный_ADJ,progressive
очевидный_ADJ,evident
отдых_NOUN,recreation
куколка_NOUN,chrysalis
уважать_VERB,respect
подписчик_NOUN,subscriber
казачий_ADJ,cossack
рискованный_ADJ,risky
благородство_NOUN,nobility
фыркать_VERB,snort
съездить_VERB,go
ежа_NOUN,hedgehog
рассчитать_VERB,calculate
отрок_NOUN,youth
политический_ADJ,political
художественный_ADJ,art
успешный_ADJ,successful
могущество_NOUN,power
буквальный_ADJ,literal
ноябрь_NOUN,November
стратегический_ADJ,strategic
пастернак_NOUN,parsnip
прогулка_NOUN,stroll
маркиз_NOUN,marquis
курский_ADJ,Kursk
гимнастерка_NOUN,tunic
отвесный_ADJ,sheer
протестантский_ADJ,Protestant
самоделкин_NOUN,homemade
кролик_NOUN,rabbit
многолетний_ADJ,perennial
хозяйство_NOUN,economy
сапог_NOUN,boot
мистер_NOUN,Mister
глаз_NOUN,eye
оригинал_NOUN,original
соотечественник_NOUN,compatriot
стать_NOUN,become
сравнивать_VERB,compare
форт_NOUN,fort
государство_NOUN,state
сравнение_NOUN,comparison
засаживаться_VERB,plant
просека_NOUN,clearing
невероятно_ADV,incredible
интеграция_NOUN,integration
блокировать_VERB,block
сексуальный_ADJ,sexual
застраховывать_VERB,insure
целесообразность_NOUN,expediency
изготовлять_VERB,manufacture
нарушение_NOUN,violation
болт_NOUN,bolt
плеть_NOUN,whip
пытаться_VERB,try
барабан_NOUN,drum
дьявол_NOUN,Devil
сейм_NOUN,diet
ястреб_NOUN,hawk
мантия_NOUN,mantle
боеприпасы_NOUN,ammunition
повествование_NOUN,narration
легонько_ADV,lightly
попытка_NOUN,attempt
неизменный_ADJ,unaltered
штора_NOUN,curtain
бережно_ADV,carefully
августовский_ADJ,august
компас_NOUN,compass
приятельница_NOUN,friend
перетягивать_VERB,Pull
пьер_NOUN,pierre
заложник_NOUN,hostage
звезда_NOUN,star
ягода_NOUN,berry
блюдечко_NOUN,saucer
недвижимый_ADJ,real
завидный_ADJ,enviable
лицензия_NOUN,license
благодатный_ADJ,blessed
михайловский_NOUN,Mikhailovsky
порядок_NOUN,order
век_NOUN,century
властвовать_VERB,dominate
чрезвычайный_ADJ,extraordinary
специализация_NOUN,specialization
поход_NOUN,hike
компьютерный_ADJ,computer
окликать_VERB,hail
снаряжать_VERB,equip
неожиданный_ADJ,unexpected
выставка_NOUN,Exhibition
атмосфера_NOUN,atmosphere
чувствительность_NOUN,sensitivity
юрта_NOUN,yurt
скользкий_ADJ,slippery
беглец_NOUN,fugitive
обвинитель_NOUN,prosecutor
настолько_ADV,so
знакомая_NOUN,familiar
автоматический_ADJ,auto
по-детски_ADV,childishly
гулять_VERB,walk
умело_ADV,skillfully
истрачивать_VERB,spend
дерзко_ADV,insolently
чернов_NOUN,rough
задний_ADJ,rear
столичный_ADJ,metropolitan
улей_NOUN,hive
возникновение_NOUN,occurrence
припасы_NOUN,supplies
бумажный_ADJ,paper
ловкость_NOUN,dexterity
дарвин_NOUN,Darwin
погром_NOUN,pogrom
треугольник_NOUN,triangle
истреблять_VERB,exterminate
спасать_VERB,save
урод_NOUN,freak
просвещенный_ADJ,enlightened
чувствительность_NOUN,sensitivity
общаться_VERB,communicate
эмиграция_NOUN,emigration
увольнение_NOUN,dismissal
применение_NOUN,application
декарт_NOUN,cartesian
греция_NOUN,Greece
ледокол_NOUN,icebreaker
зацеплять_VERB,hook
река_NOUN,river
поводить_VERB,lead
продукция_NOUN,production
вступление_NOUN,introduction
червь_NOUN,worm
пробовать_VERB,sample
поучительный_ADJ,instructive
манер_NOUN,manner
компромисс_NOUN,compromise
процент_NOUN,percent
зайчик_NOUN,bunny
планка_NOUN,plank
педагог_NOUN,educator
военнослужащий_NOUN,serviceman
житейский_ADJ,everyday
неестественный_ADJ,unnatural
шведский_ADJ,Swedish
ужасно_ADV,terrible
движение_NOUN,traffic
ронять_VERB,drop
ростовский_ADJ,Rostov
семейный_ADJ,family
резерв_NOUN,reserve
декрет_NOUN,decree
озноб_NOUN,chills
сравнительный_ADJ,comparative
инфекционный_ADJ,infectious
сурово_ADV,sternly
осмысливать_VERB,comprehend
отчим_NOUN,stepfather
отстоять_VERB,defend
цветной_ADJ,color
дмитриев_NOUN,Dmitriev
приложение_NOUN,application
зыбкий_ADJ,unsteady
фракция_NOUN,fraction
падать_VERB,fall
драка_NOUN,fight
переселяться_VERB,relocate
разложение_NOUN,decomposition
хлопнуть_VERB,slam
радостно_ADV,joyfully
жаркий_ADJ,hot
мама_NOUN,Mother
скит_NOUN,hermitage
законодательство_NOUN,legislation
приватизация_NOUN,privatization
сообщение_NOUN,message
новинка_NOUN,novelty
грек_NOUN,Greek
ремонт_NOUN,repair
клетка_NOUN,cell
способ_NOUN,way
сегодняшний_ADJ,today's
апостол_NOUN,apostle
гонец_NOUN,messenger
хрипло_ADV,hoarsely
утренний_ADJ,morning
случай_NOUN,happening
клеточный_ADJ,cellular
мобилизация_NOUN,mobilization
неторопливый_ADJ,leisurely
талия_NOUN,waist
катание_NOUN,skating
шить_VERB,sew
роберт_NOUN,Robert
дружинник_NOUN,vigilante
выдумка_NOUN,artifice
семя_NOUN,seed
ирак_NOUN,Iraq
штамп_NOUN,stamp
флигель_NOUN,wing
выход_NOUN,output
освещать_VERB,illuminate
соответствующий_ADJ,corresponding
уют_NOUN,cosiness
опасаться_VERB,fear
трубочка_NOUN,tubule
католический_ADJ,Catholic
мирный_ADJ,peaceful
преувеличивать_VERB,exaggerate
оговаривать_VERB,stipulate
зажимать_VERB,pinch
помолиться_VERB,pray
нету_ADV,no
юля_NOUN,Julia
ритм_NOUN,rhythm
душенька_NOUN,darling
кредитование_NOUN,lending
хохол_NOUN,crest
лишение_NOUN,deprivation
шествие_NOUN,procession
фирма_NOUN,firm
обыкновенно_ADV,usually
дрянь_NOUN,rubbish
холл_NOUN,hall
комитет_NOUN,Committee
беженец_NOUN,refugee
мудрец_NOUN,sage
снисходить_VERB,condescend
причал_NOUN,pier
киргиз_NOUN,Kyrgyz
повествование_NOUN,narration
извещать_VERB,notify
цыпленок_NOUN,Chick
поверка_NOUN,verification
банкротство_NOUN,bankruptcy
лимонный_ADJ,citric
застилать_VERB,obscure
зловещий_ADJ,sinister
погружать_VERB,immerse
транспорт_NOUN,transport
приютить_VERB,shelter
всемирно_ADV,worldwide
забредать_VERB,wander
разрушаться_VERB,collapse
оседать_VERB,settle
бесполезный_ADJ,useless
колотить_VERB,pound
русь_NOUN,rus
дяденька_NOUN,uncle
галактика_NOUN,galaxy
дружинник_NOUN,vigilante
вв_NOUN,cc
проволока_NOUN,wire
атаковать_VERB,Attack
видеть_VERB,see
шеренга_NOUN,line
нету_ADV,no
дымка_NOUN,haze
василий_NOUN,Basil
арестант_NOUN,prisoner
несправедливость_NOUN,injustice
мучение_NOUN,torment
развеваться_VERB,flutter
наследственный_ADJ,hereditary
мирянин_NOUN,layman
ощущаться_VERB,feel
окружать_VERB,surround
качаться_VERB,sway
невыразимый_ADJ,inexpressible
макс_NOUN,Max
бобров_NOUN,beavers
дак_NOUN,duck
частота_NOUN,frequency
личность_NOUN,personality
наглый_ADJ,impudent
соваться_VERB,meddle
максимович_NOUN,Maksimovich
психолог_NOUN,psychologist
рюкзак_NOUN,backpack
разлучать_VERB,part
стыд_NOUN,shame
бесплодный_ADJ,barren
манипуляция_NOUN,manipulation
порочный_ADJ,vicious
петь_VERB,sing
чужой_ADJ,stranger
электроэнергия_NOUN,electricity
камушек_NOUN,pebble
дурной_ADJ,bad
религия_NOUN,religion
желтый_ADJ,yellow
еловый_ADJ,spruce
увлекательный_ADJ,amusing
шарф_NOUN,scarf
гибкость_NOUN,flexibility
глубинный_ADJ,deep
радужный_ADJ,rainbow
клятва_NOUN,oath
подножие_NOUN,foot
выводить_VERB,withdraw
кроме_ADP,except
консульство_NOUN,consulate
осторожность_NOUN,caution
наипаче_ADV,most
заговор_NOUN,conspiracy
договаривать_VERB,negotiate
кассета_NOUN,cassette
посягать_VERB,encroach
успокоение_NOUN,sedation
пальчик_NOUN,finger
пассаж_NOUN,passage
